seed,source_count,noise_level,drift_level,repetition,simple_average_error,simple_average_result,confidence_weighted_error,confidence_weighted_result,uncertainty_weighted_error,uncertainty_weighted_result,trust_only_error,trust_only_result,median_error,median_result,original_trust_uncertainty_error,original_trust_uncertainty_result,orthogonal_trust_uncertainty_error,orthogonal_trust_uncertainty_result,trust_aware_error,trust_aware_result,compatible,compatibility_issue_count,compatibility_issues,disagreement,disagreement_acceptable,can_fuse,fog_action,operational_fusion_result,operational_fusion_error,mean_true_noise,mean_estimated_noise,mean_true_drift,mean_estimated_drift,mean_signed_drift,mean_confidence,mean_trust,mean_backend_quality,mean_staleness_error,max_staleness_error,sigma_floor
42,2,0.05,0.0,22,0.02602140848277612,1.0260214084827761,0.026770728447130132,1.0267707284471301,0.02309029775235616,1.0230902977523562,0.02650900806113876,1.0265090080611388,0.02602140848277612,1.0260214084827761,0.023553241737429786,1.0235532417374298,0.02382059993556007,1.02382059993556,0.02382059993556007,1.02382059993556,True,0,,0.011657914619383298,True,True,fuse,1.02382059993556,0.02382059993556007,0.05625,0.012848367475813926,0.0,0.024075922455480927,0.0,0.8566812180224619,0.8195256166809753,0.6450323966608065,0.023017199388770226,0.03476341902851998,0.02
42,2,0.05,0.0,23,0.007689907053874401,0.9923100929461256,0.012725258776073778,0.9872747412239262,0.03520999507884348,0.9647900049211565,0.010382042529429869,0.9896179574705701,0.007689907053874401,0.9923100929461256,0.03587048324278408,0.9641295167572159,0.03601078296653315,0.9639892170334668,0.03601078296653315,0.9639892170334668,True,0,,0.03205709322752359,True,True,fuse,0.9639892170334668,0.03601078296653315,0.05625,0.06707095681380687,0.0,0.05363653542862458,0.0,0.668944963035069,0.751645752356343,0.5948704733643276,0.006711140664432291,0.01156804013903856,0.02
42,2,0.05,0.0,24,0.012603614156777798,1.0126036141567778,0.011758571003812834,1.0117585710038128,0.012873910897328145,1.0128739108973281,0.013110504554199709,1.0131105045541997,0.012603614156777798,1.0126036141567778,0.013379402984982969,1.013379402984983,0.013562258832164442,1.0135622588321644,0.013562258832164442,1.0135622588321644,True,0,,0.008610096682972,True,True,fuse,1.0135622588321644,0.013562258832164442,0.05625,0.12112048742554335,0.0,0.04736200500515971,0.0,0.7886230073370558,0.8033614030077663,0.7145705198501106,0.010073775344419778,0.019022984490926875,0.02
42,2,0.05,0.0,25,0.00012649048737145563,1.0001264904873715,0.002306137141473652,1.0023061371414737,0.05901081557208432,0.9409891844279157,0.00029825363858437814,0.9997017463614156,0.00012649048737145563,1.0001264904873715,0.059232667908431735,0.9407673320915683,0.05892606379151444,0.9410739362084856,0.05892606379151444,0.9410739362084856,True,0,,0.08571388093810958,True,True,fuse,0.9410739362084856,0.05892606379151444,0.05625,0.02336587181569629,0.0,0.017993502723494384,0.0,0.9084077406353674,0.9214447797935397,0.9089167956067338,0.012510598400314654,0.012964532731738698,0.02
42,2,0.05,0.0,26,0.0031718256793431543,1.0031718256793432,0.00045825284962175417,0.9995417471503782,0.015163648953356867,0.9848363510466431,0.002107701359338243,1.0021077013593382,0.0031718256793431543,1.0031718256793432,0.01608422413754973,0.9839157758624503,0.016190738266347315,0.9838092617336527,0.016190738266347315,0.9838092617336527,True,0,,0.050997659578420604,True,True,fuse,0.9838092617336527,0.016190738266347315,0.05625,0.06891335135536604,0.0,0.0006177805206965834,0.0,0.8977040467749748,0.9117259169942235,0.7570880673854676,0.009381159904840897,0.009746217686383396,0.02
42,2,0.05,0.0,27,0.02480950928985004,0.97519049071015,0.029383064334748354,0.9706169356652516,0.01711980607521546,0.9828801939247845,0.02572425932984379,0.9742757406701562,0.02480950928985004,0.97519049071015,0.018018388470437574,0.9819816115295624,0.018463401695101078,0.9815365983048989,0.018463401695101078,0.9815365983048989,True,0,,0.054356734324232936,True,True,fuse,0.9815365983048989,0.018463401695101078,0.05625,0.09788264307404587,0.0,0.004683095809733717,0.0,0.8520420708095684,0.8920517712509426,0.771303341638141,0.008997117538182997,0.013315646773619516,0.02
42,2,0.05,0.0,28,0.01272100179863056,1.0127210017986306,0.014452795478409497,1.0144527954784095,0.023150968982932785,1.0231509689829328,0.010856815919437768,1.0108568159194378,0.01272100179863056,1.0127210017986306,0.021483334182662794,1.0214833341826628,0.020650409395337466,1.0206504093953375,0.020650409395337466,1.0206504093953375,True,0,,0.02907156469954353,True,True,fuse,1.0206504093953375,0.020650409395337466,0.05625,0.08233646707274546,0.0,0.03692234648859179,0.0,0.7564813182435635,0.8278153904803313,0.629888032861754,0.028943319852724636,0.05611567307571286,0.02
42,2,0.05,0.0,29,0.07541928315345248,0.9245807168465475,0.06457540179624655,0.9354245982037535,0.12534988176466555,0.8746501182353345,0.0738411233185099,0.9261588766814901,0.07541928315345248,0.9245807168465475,0.1244249017284248,0.8755750982715752,0.12363788141672971,0.8763621185832703,0.12363788141672971,0.8763621185832703,True,0,,0.07688921817064631,True,True,fuse,0.8763621185832703,0.12363788141672971,0.05625,0.06230769010015892,0.0,0.0,0.0,0.6602603013072055,0.8541708410712571,0.4475068035825548,0.016951466662281034,0.01922887910075688,0.02
42,2,0.05,0.0,30,0.048373473451106985,1.048373473451107,0.04869822385087419,1.0486982238508742,0.047871005472738704,1.0478710054727387,0.047554275436758164,1.0475542754367582,0.048373473451106985,1.048373473451107,0.047057466618762644,1.0470574666187626,0.0467306925171751,1.046730692517175,0.0467306925171751,1.046730692517175,True,0,,0.009332235465368047,True,True,fuse,1.046730692517175,0.0467306925171751,0.05625,0.05349432977590403,0.0,0.014257872250382907,0.0,0.6418628033691696,0.8120374146454954,0.46666346150803656,0.02528131322988103,0.0495456936435239,0.02
42,2,0.05,0.0,31,0.026912957455996533,1.0269129574559965,0.02966762436193693,1.029667624361937,0.005200237584373157,0.9947997624156268,0.02908945730391932,1.0290894573039193,0.026912957455996533,1.0269129574559965,0.003564007557591342,0.9964359924424087,0.0024895037864283154,0.9975104962135717,0.0024895037864283154,0.9975104962135717,True,0,,0.061145985508862966,True,True,fuse,0.9975104962135717,0.0024895037864283154,0.05625,0.044656145018618185,0.0,0.0,0.0,0.5959794865452355,0.752417220039838,0.4789155595134337,0.043460572145158693,0.04702815004108718,0.02
