method,tau_s,noise_level,drift_level,delay_s,runs,overall_mae,accepted_mae,bad_output_rate,acceptance_rate,rejection_rate,forwarding_rate,false_acceptance_rate_all_runs,false_rejection_rate_all_runs,conditional_false_acceptance_rate,conditional_false_rejection_rate,bad_rate_among_accepted,mean_full_trust_score,mean_method_score,mean_estimated_noise,mean_estimated_drift,mean_confidence
raw_phys_mcp_output,10.0,0.3,0.0,0.1,30,0.2599503867911159,0.2599503867911159,0.3,1.0,0.0,0.0,0.3,0.0,1.0,0.0,0.3,0.8472831314059547,,0.30162900828229167,0.01965379087921492,0.7203654910361568
confidence_only,10.0,0.3,0.0,0.1,30,0.2599503867911159,0.23162266787800145,0.3,0.36666666666666664,0.0,0.6333333333333333,0.1,0.0,0.3333333333333333,0.0,0.2727272727272727,0.8472831314059547,0.7203654910361568,0.30162900828229167,0.01965379087921492,0.7203654910361568
freshness_only,10.0,0.3,0.0,0.1,30,0.2599503867911159,0.2599503867911159,0.3,1.0,0.0,0.0,0.3,0.0,1.0,0.0,0.3,0.8472831314059547,0.9900498337491681,0.30162900828229167,0.01965379087921492,0.7203654910361568
full_trust_score,10.0,0.3,0.0,0.1,30,0.2599503867911159,0.2599503867911159,0.3,1.0,0.0,0.0,0.3,0.0,1.0,0.0,0.3,0.8472831314059547,0.8472831314059547,0.30162900828229167,0.01965379087921492,0.7203654910361568
raw_phys_mcp_output,10.0,0.3,0.0,1.0,30,0.30332885880684374,0.30332885880684374,0.5,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.5,0.8215585547274056,,0.3050092501365405,0.0156495352786866,0.7020555862888901
confidence_only,10.0,0.3,0.0,1.0,30,0.30332885880684374,0.23028137099272278,0.5,0.3333333333333333,0.0,0.6666666666666666,0.1,0.0,0.2,0.0,0.3,0.8215585547274056,0.7020555862888901,0.3050092501365405,0.0156495352786866,0.7020555862888901
freshness_only,10.0,0.3,0.0,1.0,30,0.30332885880684374,0.30332885880684374,0.5,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.5,0.8215585547274056,0.9048374180359595,0.3050092501365405,0.0156495352786866,0.7020555862888901
full_trust_score,10.0,0.3,0.0,1.0,30,0.30332885880684374,0.3109659388635644,0.5,0.9666666666666667,0.0,0.03333333333333333,0.5,0.0,1.0,0.0,0.5172413793103449,0.8215585547274056,0.8215585547274056,0.3050092501365405,0.0156495352786866,0.7020555862888901
raw_phys_mcp_output,10.0,0.3,0.0,3.0,30,0.2322306021649508,0.2322306021649508,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.3333333333333333,0.7750094783379474,,0.30809951577539674,0.026424790926225857,0.6937439993716942
confidence_only,10.0,0.3,0.0,3.0,30,0.2322306021649508,0.28690604212251375,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.1,0.0,0.3,0.0,0.3,0.7750094783379474,0.6937439993716942,0.30809951577539674,0.026424790926225857,0.6937439993716942
freshness_only,10.0,0.3,0.0,3.0,30,0.2322306021649508,,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.7750094783379474,0.7408182206817179,0.30809951577539674,0.026424790926225857,0.6937439993716942
full_trust_score,10.0,0.3,0.0,3.0,30,0.2322306021649508,0.2248399426726211,0.3333333333333333,0.8333333333333334,0.0,0.16666666666666666,0.26666666666666666,0.0,0.8,0.0,0.32,0.7750094783379474,0.7750094783379474,0.30809951577539674,0.026424790926225857,0.6937439993716942
raw_phys_mcp_output,10.0,0.3,0.0,5.0,30,0.2437727870830732,0.2437727870830732,0.36666666666666664,1.0,0.0,0.0,0.36666666666666664,0.0,1.0,0.0,0.36666666666666664,0.7558572753208191,,0.30014938430687643,0.02565499018425669,0.7427028160617761
confidence_only,10.0,0.3,0.0,5.0,30,0.2437727870830732,0.23650143477984448,0.36666666666666664,0.5,0.0,0.5,0.16666666666666666,0.0,0.45454545454545453,0.0,0.3333333333333333,0.7558572753208191,0.7427028160617761,0.30014938430687643,0.02565499018425669,0.7427028160617761
freshness_only,10.0,0.3,0.0,5.0,30,0.2437727870830732,,0.36666666666666664,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.7558572753208191,0.6065306597126334,0.30014938430687643,0.02565499018425669,0.7427028160617761
full_trust_score,10.0,0.3,0.0,5.0,30,0.2437727870830732,0.25326322864783923,0.36666666666666664,0.5666666666666667,0.0,0.43333333333333335,0.2,0.0,0.5454545454545454,0.0,0.35294117647058826,0.7558572753208191,0.7558572753208191,0.30014938430687643,0.02565499018425669,0.7427028160617761
raw_phys_mcp_output,10.0,0.3,0.0,10.0,30,0.2806565427357938,0.2806565427357938,0.43333333333333335,1.0,0.0,0.0,0.43333333333333335,0.0,1.0,0.0,0.43333333333333335,0.6857223846690642,,0.31130918781607436,0.017600647523059162,0.7039199328439477
confidence_only,10.0,0.3,0.0,10.0,30,0.2806565427357938,0.25624800372354223,0.43333333333333335,0.36666666666666664,0.0,0.6333333333333333,0.1,0.0,0.23076923076923078,0.0,0.2727272727272727,0.6857223846690642,0.7039199328439477,0.31130918781607436,0.017600647523059162,0.7039199328439477
freshness_only,10.0,0.3,0.0,10.0,30,0.2806565427357938,,0.43333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.6857223846690642,0.3678794411714423,0.31130918781607436,0.017600647523059162,0.7039199328439477
full_trust_score,10.0,0.3,0.0,10.0,30,0.2806565427357938,,0.43333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.6857223846690642,0.6857223846690642,0.31130918781607436,0.017600647523059162,0.7039199328439477
raw_phys_mcp_output,10.0,0.3,0.0,20.0,30,0.2993455723692346,0.2993455723692346,0.43333333333333335,1.0,0.0,0.0,0.43333333333333335,0.0,1.0,0.0,0.43333333333333335,0.6422020240869701,,0.31135587183065383,0.024273616837177336,0.7691023017790992
confidence_only,10.0,0.3,0.0,20.0,30,0.2993455723692346,0.26266770987601096,0.43333333333333335,0.5666666666666667,0.0,0.43333333333333335,0.2,0.0,0.46153846153846156,0.0,0.35294117647058826,0.6422020240869701,0.7691023017790992,0.31135587183065383,0.024273616837177336,0.7691023017790992
freshness_only,10.0,0.3,0.0,20.0,30,0.2993455723692346,,0.43333333333333335,0.0,1.0,0.0,0.0,0.5666666666666667,0.0,1.0,,0.6422020240869701,0.1353352832366127,0.31135587183065383,0.024273616837177336,0.7691023017790992
full_trust_score,10.0,0.3,0.0,20.0,30,0.2993455723692346,,0.43333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.6422020240869701,0.6422020240869701,0.31135587183065383,0.024273616837177336,0.7691023017790992
raw_phys_mcp_output,10.0,0.3,0.1,0.1,30,0.23135576885705372,0.23135576885705372,0.26666666666666666,1.0,0.0,0.0,0.26666666666666666,0.0,1.0,0.0,0.26666666666666666,0.830551510654561,,0.30093640341009015,0.10655648697638359,0.73964909925555
confidence_only,10.0,0.3,0.1,0.1,30,0.23135576885705372,0.213666493634762,0.26666666666666666,0.5666666666666667,0.0,0.43333333333333335,0.13333333333333333,0.0,0.5,0.0,0.23529411764705882,0.830551510654561,0.73964909925555,0.30093640341009015,0.10655648697638359,0.73964909925555
freshness_only,10.0,0.3,0.1,0.1,30,0.23135576885705372,0.23135576885705372,0.26666666666666666,1.0,0.0,0.0,0.26666666666666666,0.0,1.0,0.0,0.26666666666666666,0.830551510654561,0.9900498337491681,0.30093640341009015,0.10655648697638359,0.73964909925555
full_trust_score,10.0,0.3,0.1,0.1,30,0.23135576885705372,0.22968205712748113,0.26666666666666666,0.9666666666666667,0.0,0.03333333333333333,0.26666666666666666,0.0,1.0,0.0,0.27586206896551724,0.830551510654561,0.830551510654561,0.30093640341009015,0.10655648697638359,0.73964909925555
raw_phys_mcp_output,10.0,0.3,0.1,1.0,30,0.22531090727515568,0.22531090727515568,0.3,1.0,0.0,0.0,0.3,0.0,1.0,0.0,0.3,0.8034550306244399,,0.3025967012398709,0.10212774438232247,0.7137071500839938
confidence_only,10.0,0.3,0.1,1.0,30,0.22531090727515568,0.2410706071845284,0.3,0.4,0.0,0.6,0.13333333333333333,0.0,0.4444444444444444,0.0,0.3333333333333333,0.8034550306244399,0.7137071500839938,0.3025967012398709,0.10212774438232247,0.7137071500839938
freshness_only,10.0,0.3,0.1,1.0,30,0.22531090727515568,0.22531090727515568,0.3,1.0,0.0,0.0,0.3,0.0,1.0,0.0,0.3,0.8034550306244399,0.9048374180359595,0.3025967012398709,0.10212774438232247,0.7137071500839938
full_trust_score,10.0,0.3,0.1,1.0,30,0.22531090727515568,0.21745033748449777,0.3,0.9333333333333333,0.0,0.06666666666666667,0.26666666666666666,0.0,0.8888888888888888,0.0,0.2857142857142857,0.8034550306244399,0.8034550306244399,0.3025967012398709,0.10212774438232247,0.7137071500839938
raw_phys_mcp_output,10.0,0.3,0.1,3.0,30,0.18184334279894535,0.18184334279894535,0.23333333333333334,1.0,0.0,0.0,0.23333333333333334,0.0,1.0,0.0,0.23333333333333334,0.7674132759406505,,0.2898639634005319,0.08353776005769517,0.702236606539111
confidence_only,10.0,0.3,0.1,3.0,30,0.18184334279894535,0.17750072938293388,0.23333333333333334,0.3,0.0,0.7,0.06666666666666667,0.0,0.2857142857142857,0.0,0.2222222222222222,0.7674132759406505,0.702236606539111,0.2898639634005319,0.08353776005769517,0.702236606539111
freshness_only,10.0,0.3,0.1,3.0,30,0.18184334279894535,,0.23333333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.7674132759406505,0.7408182206817179,0.2898639634005319,0.08353776005769517,0.702236606539111
full_trust_score,10.0,0.3,0.1,3.0,30,0.18184334279894535,0.2027848292634729,0.23333333333333334,0.6666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.0,0.7142857142857143,0.0,0.25,0.7674132759406505,0.7674132759406505,0.2898639634005319,0.08353776005769517,0.702236606539111
raw_phys_mcp_output,10.0,0.3,0.1,5.0,30,0.2723136104244933,0.2723136104244933,0.4,1.0,0.0,0.0,0.4,0.0,1.0,0.0,0.4,0.7191387308660511,,0.300662650720023,0.10439671495693555,0.6750836294285296
confidence_only,10.0,0.3,0.1,5.0,30,0.2723136104244933,0.23965062696032277,0.4,0.3,0.0,0.7,0.13333333333333333,0.0,0.3333333333333333,0.0,0.4444444444444444,0.7191387308660511,0.6750836294285296,0.300662650720023,0.10439671495693555,0.6750836294285296
freshness_only,10.0,0.3,0.1,5.0,30,0.2723136104244933,,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.7191387308660511,0.6065306597126334,0.300662650720023,0.10439671495693555,0.6750836294285296
full_trust_score,10.0,0.3,0.1,5.0,30,0.2723136104244933,0.1971734819470971,0.4,0.13333333333333333,0.0,0.8666666666666667,0.03333333333333333,0.0,0.08333333333333333,0.0,0.25,0.7191387308660511,0.7191387308660511,0.300662650720023,0.10439671495693555,0.6750836294285296
raw_phys_mcp_output,10.0,0.3,0.1,10.0,30,0.2502696289418378,0.2502696289418378,0.36666666666666664,1.0,0.0,0.0,0.36666666666666664,0.0,1.0,0.0,0.36666666666666664,0.6619651929228747,,0.29208588879837794,0.09944134162178332,0.6715085609402177
confidence_only,10.0,0.3,0.1,10.0,30,0.2502696289418378,0.2682313501011262,0.36666666666666664,0.3,0.0,0.7,0.16666666666666666,0.0,0.45454545454545453,0.0,0.5555555555555556,0.6619651929228747,0.6715085609402177,0.29208588879837794,0.09944134162178332,0.6715085609402177
freshness_only,10.0,0.3,0.1,10.0,30,0.2502696289418378,,0.36666666666666664,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.6619651929228747,0.3678794411714423,0.29208588879837794,0.09944134162178332,0.6715085609402177
full_trust_score,10.0,0.3,0.1,10.0,30,0.2502696289418378,,0.36666666666666664,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.6619651929228747,0.6619651929228747,0.29208588879837794,0.09944134162178332,0.6715085609402177
raw_phys_mcp_output,10.0,0.3,0.1,20.0,30,0.38802579204315274,0.38802579204315274,0.5,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.5,0.6099231534514823,,0.29759771472066504,0.11134866018190287,0.7133037054718839
confidence_only,10.0,0.3,0.1,20.0,30,0.38802579204315274,0.3801820585778984,0.5,0.36666666666666664,0.0,0.6333333333333333,0.2,0.0,0.4,0.0,0.5454545454545454,0.6099231534514823,0.7133037054718839,0.29759771472066504,0.11134866018190287,0.7133037054718839
freshness_only,10.0,0.3,0.1,20.0,30,0.38802579204315274,,0.5,0.0,1.0,0.0,0.0,0.5,0.0,1.0,,0.6099231534514823,0.1353352832366127,0.29759771472066504,0.11134866018190287,0.7133037054718839
full_trust_score,10.0,0.3,0.1,20.0,30,0.38802579204315274,,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.6099231534514823,0.6099231534514823,0.29759771472066504,0.11134866018190287,0.7133037054718839
raw_phys_mcp_output,10.0,0.3,0.2,0.1,30,0.29031149640711057,0.29031149640711057,0.4666666666666667,1.0,0.0,0.0,0.4666666666666667,0.0,1.0,0.0,0.4666666666666667,0.7958899804682613,,0.3004400609410409,0.20527092391270488,0.6992210729776228
confidence_only,10.0,0.3,0.2,0.1,30,0.29031149640711057,0.33808886750230055,0.4666666666666667,0.3333333333333333,0.0,0.6666666666666666,0.16666666666666666,0.0,0.35714285714285715,0.0,0.5,0.7958899804682613,0.6992210729776228,0.3004400609410409,0.20527092391270488,0.6992210729776228
freshness_only,10.0,0.3,0.2,0.1,30,0.29031149640711057,0.29031149640711057,0.4666666666666667,1.0,0.0,0.0,0.4666666666666667,0.0,1.0,0.0,0.4666666666666667,0.7958899804682613,0.9900498337491681,0.3004400609410409,0.20527092391270488,0.6992210729776228
full_trust_score,10.0,0.3,0.2,0.1,30,0.29031149640711057,0.2960025365860712,0.4666666666666667,0.8,0.0,0.2,0.4,0.0,0.8571428571428571,0.0,0.5,0.7958899804682613,0.7958899804682613,0.3004400609410409,0.20527092391270488,0.6992210729776228
raw_phys_mcp_output,10.0,0.3,0.2,1.0,30,0.30168587652472,0.30168587652472,0.4,1.0,0.0,0.0,0.4,0.0,1.0,0.0,0.4,0.785867181423072,,0.29591668105915797,0.2022238281028753,0.7367718168183617
confidence_only,10.0,0.3,0.2,1.0,30,0.30168587652472,0.2636076953517251,0.4,0.4666666666666667,0.0,0.5333333333333333,0.16666666666666666,0.0,0.4166666666666667,0.0,0.35714285714285715,0.785867181423072,0.7367718168183617,0.29591668105915797,0.2022238281028753,0.7367718168183617
freshness_only,10.0,0.3,0.2,1.0,30,0.30168587652472,0.30168587652472,0.4,1.0,0.0,0.0,0.4,0.0,1.0,0.0,0.4,0.785867181423072,0.9048374180359595,0.29591668105915797,0.2022238281028753,0.7367718168183617
full_trust_score,10.0,0.3,0.2,1.0,30,0.30168587652472,0.2809325466706142,0.4,0.8333333333333334,0.0,0.16666666666666666,0.3333333333333333,0.0,0.8333333333333334,0.0,0.4,0.785867181423072,0.785867181423072,0.29591668105915797,0.2022238281028753,0.7367718168183617
raw_phys_mcp_output,10.0,0.3,0.2,3.0,30,0.2687718206703177,0.2687718206703177,0.36666666666666664,1.0,0.0,0.0,0.36666666666666664,0.0,1.0,0.0,0.36666666666666664,0.724355890325757,,0.3050900191193667,0.2035073287436028,0.6652026884842797
confidence_only,10.0,0.3,0.2,3.0,30,0.2687718206703177,0.32241512918226295,0.36666666666666664,0.26666666666666666,0.0,0.7333333333333333,0.13333333333333333,0.0,0.36363636363636365,0.0,0.5,0.724355890325757,0.6652026884842797,0.3050900191193667,0.2035073287436028,0.6652026884842797
freshness_only,10.0,0.3,0.2,3.0,30,0.2687718206703177,,0.36666666666666664,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.724355890325757,0.7408182206817179,0.3050900191193667,0.2035073287436028,0.6652026884842797
full_trust_score,10.0,0.3,0.2,3.0,30,0.2687718206703177,0.30638536107511094,0.36666666666666664,0.23333333333333334,0.0,0.7666666666666667,0.06666666666666667,0.0,0.18181818181818182,0.0,0.2857142857142857,0.724355890325757,0.724355890325757,0.3050900191193667,0.2035073287436028,0.6652026884842797
raw_phys_mcp_output,10.0,0.3,0.2,5.0,30,0.23467111272556812,0.23467111272556812,0.3,1.0,0.0,0.0,0.3,0.0,1.0,0.0,0.3,0.7075849584841877,,0.2879354371915716,0.20016344810251066,0.7119080595181998
confidence_only,10.0,0.3,0.2,5.0,30,0.23467111272556812,0.21219965330638552,0.3,0.4666666666666667,0.0,0.5333333333333333,0.06666666666666667,0.0,0.2222222222222222,0.0,0.14285714285714285,0.7075849584841877,0.7119080595181998,0.2879354371915716,0.20016344810251066,0.7119080595181998
freshness_only,10.0,0.3,0.2,5.0,30,0.23467111272556812,,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.7075849584841877,0.6065306597126334,0.2879354371915716,0.20016344810251066,0.7119080595181998
full_trust_score,10.0,0.3,0.2,5.0,30,0.23467111272556812,0.08736918969272207,0.3,0.1,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.7075849584841877,0.7075849584841877,0.2879354371915716,0.20016344810251066,0.7119080595181998
raw_phys_mcp_output,10.0,0.3,0.2,10.0,30,0.2847589956459432,0.2847589956459432,0.36666666666666664,1.0,0.0,0.0,0.36666666666666664,0.0,1.0,0.0,0.36666666666666664,0.6394104007230512,,0.28617953625127684,0.19969094987428296,0.6756326478463223
confidence_only,10.0,0.3,0.2,10.0,30,0.2847589956459432,0.4210452807115871,0.36666666666666664,0.26666666666666666,0.0,0.7333333333333333,0.16666666666666666,0.0,0.45454545454545453,0.0,0.625,0.6394104007230512,0.6756326478463223,0.28617953625127684,0.19969094987428296,0.6756326478463223
freshness_only,10.0,0.3,0.2,10.0,30,0.2847589956459432,,0.36666666666666664,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.6394104007230512,0.3678794411714423,0.28617953625127684,0.19969094987428296,0.6756326478463223
full_trust_score,10.0,0.3,0.2,10.0,30,0.2847589956459432,,0.36666666666666664,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.6394104007230512,0.6394104007230512,0.28617953625127684,0.19969094987428296,0.6756326478463223
raw_phys_mcp_output,10.0,0.3,0.2,20.0,30,0.2950420701461323,0.2950420701461323,0.4,1.0,0.0,0.0,0.4,0.0,1.0,0.0,0.4,0.5766413942236935,,0.3086443826694184,0.18561716294826652,0.6654918392758459
confidence_only,10.0,0.3,0.2,20.0,30,0.2950420701461323,0.2975621392379358,0.4,0.3333333333333333,0.0,0.6666666666666666,0.13333333333333333,0.0,0.3333333333333333,0.0,0.4,0.5766413942236935,0.6654918392758459,0.3086443826694184,0.18561716294826652,0.6654918392758459
freshness_only,10.0,0.3,0.2,20.0,30,0.2950420701461323,,0.4,0.0,1.0,0.0,0.0,0.6,0.0,1.0,,0.5766413942236935,0.1353352832366127,0.3086443826694184,0.18561716294826652,0.6654918392758459
full_trust_score,10.0,0.3,0.2,20.0,30,0.2950420701461323,,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.5766413942236935,0.5766413942236935,0.3086443826694184,0.18561716294826652,0.6654918392758459
raw_phys_mcp_output,10.0,0.3,0.3,0.1,30,0.3459824194117107,0.3459824194117107,0.4,1.0,0.0,0.0,0.4,0.0,1.0,0.0,0.4,0.7682032309685657,,0.29994182924961665,0.28859085171795773,0.6712957710926689
confidence_only,10.0,0.3,0.3,0.1,30,0.3459824194117107,0.3348885711683401,0.4,0.26666666666666666,0.0,0.7333333333333333,0.06666666666666667,0.0,0.16666666666666666,0.0,0.25,0.7682032309685657,0.6712957710926689,0.29994182924961665,0.28859085171795773,0.6712957710926689
freshness_only,10.0,0.3,0.3,0.1,30,0.3459824194117107,0.3459824194117107,0.4,1.0,0.0,0.0,0.4,0.0,1.0,0.0,0.4,0.7682032309685657,0.9900498337491681,0.29994182924961665,0.28859085171795773,0.6712957710926689
full_trust_score,10.0,0.3,0.3,0.1,30,0.3459824194117107,0.39018595256136174,0.4,0.7,0.0,0.3,0.3333333333333333,0.0,0.8333333333333334,0.0,0.47619047619047616,0.7682032309685657,0.7682032309685657,0.29994182924961665,0.28859085171795773,0.6712957710926689
raw_phys_mcp_output,10.0,0.3,0.3,1.0,30,0.2829088594070462,0.2829088594070462,0.4666666666666667,1.0,0.0,0.0,0.4666666666666667,0.0,1.0,0.0,0.4666666666666667,0.7590384778044276,,0.3001819398247168,0.2922276929977057,0.7237261260041734
confidence_only,10.0,0.3,0.3,1.0,30,0.2829088594070462,0.2979395320389706,0.4666666666666667,0.5,0.0,0.5,0.23333333333333334,0.0,0.5,0.0,0.4666666666666667,0.7590384778044276,0.7237261260041734,0.3001819398247168,0.2922276929977057,0.7237261260041734
freshness_only,10.0,0.3,0.3,1.0,30,0.2829088594070462,0.2829088594070462,0.4666666666666667,1.0,0.0,0.0,0.4666666666666667,0.0,1.0,0.0,0.4666666666666667,0.7590384778044276,0.9048374180359595,0.3001819398247168,0.2922276929977057,0.7237261260041734
full_trust_score,10.0,0.3,0.3,1.0,30,0.2829088594070462,0.29176975890536344,0.4666666666666667,0.6,0.0,0.4,0.3,0.0,0.6428571428571429,0.0,0.5,0.7590384778044276,0.7590384778044276,0.3001819398247168,0.2922276929977057,0.7237261260041734
raw_phys_mcp_output,10.0,0.3,0.3,3.0,30,0.3336213388157376,0.3336213388157376,0.5666666666666667,1.0,0.0,0.0,0.5666666666666667,0.0,1.0,0.0,0.5666666666666667,0.7099753235000421,,0.2935948582805413,0.30393555264762934,0.6966134842466211
confidence_only,10.0,0.3,0.3,3.0,30,0.3336213388157376,0.4224599548596174,0.5666666666666667,0.36666666666666664,0.0,0.6333333333333333,0.23333333333333334,0.0,0.4117647058823529,0.0,0.6363636363636364,0.7099753235000421,0.6966134842466211,0.2935948582805413,0.30393555264762934,0.6966134842466211
freshness_only,10.0,0.3,0.3,3.0,30,0.3336213388157376,,0.5666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.7099753235000421,0.7408182206817179,0.2935948582805413,0.30393555264762934,0.6966134842466211
full_trust_score,10.0,0.3,0.3,3.0,30,0.3336213388157376,0.5535138281437065,0.5666666666666667,0.16666666666666666,0.0,0.8333333333333334,0.13333333333333333,0.0,0.23529411764705882,0.0,0.8,0.7099753235000421,0.7099753235000421,0.2935948582805413,0.30393555264762934,0.6966134842466211
raw_phys_mcp_output,10.0,0.3,0.3,5.0,30,0.3109404490480531,0.3109404490480531,0.5666666666666667,1.0,0.0,0.0,0.5666666666666667,0.0,1.0,0.0,0.5666666666666667,0.660824929307195,,0.2935104187792612,0.3051360835228539,0.6354155598182619
confidence_only,10.0,0.3,0.3,5.0,30,0.3109404490480531,0.24801874045446612,0.5666666666666667,0.2,0.0,0.8,0.1,0.0,0.17647058823529413,0.0,0.5,0.660824929307195,0.6354155598182619,0.2935104187792612,0.3051360835228539,0.6354155598182619
freshness_only,10.0,0.3,0.3,5.0,30,0.3109404490480531,,0.5666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.660824929307195,0.6065306597126334,0.2935104187792612,0.3051360835228539,0.6354155598182619
full_trust_score,10.0,0.3,0.3,5.0,30,0.3109404490480531,,0.5666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.660824929307195,0.660824929307195,0.2935104187792612,0.3051360835228539,0.6354155598182619
raw_phys_mcp_output,10.0,0.3,0.3,10.0,30,0.45631591927131737,0.45631591927131737,0.7333333333333333,1.0,0.0,0.0,0.7333333333333333,0.0,1.0,0.0,0.7333333333333333,0.6175760350809351,,0.30082885513661817,0.3041188828818822,0.7073724371707985
confidence_only,10.0,0.3,0.3,10.0,30,0.45631591927131737,0.46238092062666375,0.7333333333333333,0.3,0.0,0.7,0.23333333333333334,0.0,0.3181818181818182,0.0,0.7777777777777778,0.6175760350809351,0.7073724371707985,0.30082885513661817,0.3041188828818822,0.7073724371707985
freshness_only,10.0,0.3,0.3,10.0,30,0.45631591927131737,,0.7333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.6175760350809351,0.3678794411714423,0.30082885513661817,0.3041188828818822,0.7073724371707985
full_trust_score,10.0,0.3,0.3,10.0,30,0.45631591927131737,,0.7333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.6175760350809351,0.6175760350809351,0.30082885513661817,0.3041188828818822,0.7073724371707985
raw_phys_mcp_output,10.0,0.3,0.3,20.0,30,0.4425829965816765,0.4425829965816765,0.7333333333333333,1.0,0.0,0.0,0.7333333333333333,0.0,1.0,0.0,0.7333333333333333,0.538904586270141,,0.29468556624730086,0.31305205925534696,0.6280206873465991
confidence_only,10.0,0.3,0.3,20.0,30,0.4425829965816765,0.45094818885321714,0.7333333333333333,0.2,0.03333333333333333,0.7666666666666667,0.13333333333333333,0.03333333333333333,0.18181818181818182,0.125,0.6666666666666666,0.538904586270141,0.6280206873465991,0.29468556624730086,0.31305205925534696,0.6280206873465991
freshness_only,10.0,0.3,0.3,20.0,30,0.4425829965816765,,0.7333333333333333,0.0,1.0,0.0,0.0,0.26666666666666666,0.0,1.0,,0.538904586270141,0.1353352832366127,0.29468556624730086,0.31305205925534696,0.6280206873465991
full_trust_score,10.0,0.3,0.3,20.0,30,0.4425829965816765,,0.7333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.538904586270141,0.538904586270141,0.29468556624730086,0.31305205925534696,0.6280206873465991
raw_phys_mcp_output,10.0,0.3,0.4,0.1,30,0.3557440113554903,0.3557440113554903,0.5666666666666667,1.0,0.0,0.0,0.5666666666666667,0.0,1.0,0.0,0.5666666666666667,0.7397350135650702,,0.3168555472884182,0.3982237845943317,0.6839695523938623
confidence_only,10.0,0.3,0.4,0.1,30,0.3557440113554903,0.3809630938997246,0.5666666666666667,0.3333333333333333,0.0,0.6666666666666666,0.23333333333333334,0.0,0.4117647058823529,0.0,0.7,0.7397350135650702,0.6839695523938623,0.3168555472884182,0.3982237845943317,0.6839695523938623
freshness_only,10.0,0.3,0.4,0.1,30,0.3557440113554903,0.3557440113554903,0.5666666666666667,1.0,0.0,0.0,0.5666666666666667,0.0,1.0,0.0,0.5666666666666667,0.7397350135650702,0.9900498337491681,0.3168555472884182,0.3982237845943317,0.6839695523938623
full_trust_score,10.0,0.3,0.4,0.1,30,0.3557440113554903,0.334414275052012,0.5666666666666667,0.4666666666666667,0.0,0.5333333333333333,0.26666666666666666,0.0,0.47058823529411764,0.0,0.5714285714285714,0.7397350135650702,0.7397350135650702,0.3168555472884182,0.3982237845943317,0.6839695523938623
raw_phys_mcp_output,10.0,0.3,0.4,1.0,30,0.34654631057621554,0.34654631057621554,0.5,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.5,0.7219912068949993,,0.29053914504882133,0.3952983325028896,0.6689648870957483
confidence_only,10.0,0.3,0.4,1.0,30,0.34654631057621554,0.3123944794677037,0.5,0.3,0.0,0.7,0.1,0.0,0.2,0.0,0.3333333333333333,0.7219912068949993,0.6689648870957483,0.29053914504882133,0.3952983325028896,0.6689648870957483
freshness_only,10.0,0.3,0.4,1.0,30,0.34654631057621554,0.34654631057621554,0.5,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.5,0.7219912068949993,0.9048374180359595,0.29053914504882133,0.3952983325028896,0.6689648870957483
full_trust_score,10.0,0.3,0.4,1.0,30,0.34654631057621554,0.40670099587389497,0.5,0.26666666666666666,0.0,0.7333333333333333,0.13333333333333333,0.0,0.26666666666666666,0.0,0.5,0.7219912068949993,0.7219912068949993,0.29053914504882133,0.3952983325028896,0.6689648870957483
raw_phys_mcp_output,10.0,0.3,0.4,3.0,30,0.4459294594727953,0.4459294594727953,0.7,1.0,0.0,0.0,0.7,0.0,1.0,0.0,0.7,0.674370537873585,,0.29004204229880043,0.41482013604826434,0.661526109159687
