seed,experiment,method,coverage,forwarding_rate,rejection_rate,false_acceptance_rate,unsafe_acceptance_frequency,accepted_output_contamination_rate,accepted_mae,fusion_mae,fusion_allowed_rate
505,random_stress,freshness_only,0.0695,0.1908,0.7397,0.06984040376483426,0.0512,0.7366906474820144,0.6532672096462976,,
505,random_stress,full_trust_score,0.0244,0.7419,0.2337,0.010094120856636203,0.0074,0.30327868852459017,0.2393776060178524,,
505,fog_fusion,simple_average,,,,,,,,0.1363988639085704,0.84125
505,fog_fusion,confidence_weighted,,,,,,,,0.13507890543197262,0.84125
505,fog_fusion,uncertainty_weighted,,,,,,,,0.12894247953669202,0.84125
505,fog_fusion,trust_only,,,,,,,,0.1330111712602775,0.84125
505,fog_fusion,median,,,,,,,,0.14396908550684173,0.84125
505,fog_fusion,original_trust_uncertainty,,,,,,,,0.12899573782488372,0.84125
505,fog_fusion,orthogonal_trust_uncertainty,,,,,,,,0.128569963936283,0.84125
606,controlled_baseline,raw_phys_mcp_output,1.0,0.0,0.0,1.0,0.614186507936508,0.614186507936508,0.4960348250098163,,
606,controlled_baseline,confidence_only,0.2612103174603175,0.7137896825396826,0.025,0.20933613309643032,0.12857142857142856,0.492214204329662,0.36464273663638536,,
606,controlled_baseline,freshness_only,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3287029559037312,0.20188492063492064,0.6056547619047619,0.4847657467101417,,
606,controlled_baseline,full_trust_score,0.15892857142857142,0.7878968253968254,0.05317460317460317,0.08237764496850267,0.050595238095238096,0.31835205992509363,0.24316677351279273,,
606,random_stress,raw_phys_mcp_output,1.0,0.0,0.0,1.0,0.7358,0.7358,0.6717363495091627,,
606,random_stress,confidence_only,0.1584,0.7781,0.0635,0.1259853220983963,0.0927,0.5852272727272727,0.4627767484071937,,
606,random_stress,freshness_only,0.0737,0.1876,0.7387,0.07284588203316118,0.0536,0.7272727272727273,0.6706200100476274,,
606,random_stress,full_trust_score,0.0209,0.7384,0.2407,0.006659418320195705,0.0049,0.23444976076555024,0.20907895857197367,,
606,fog_fusion,simple_average,,,,,,,,0.13963256671031654,0.83925
606,fog_fusion,confidence_weighted,,,,,,,,0.13873952753948898,0.83925
